"";"ptt.dèj";"goûter";"soirée";"après.déjeuner";"après.dîner";"tt.moment";"maison";"travail";"salon.de.t";"amis";"resto";"bar";"variété";"comment";"sucre";"forme";"lieuachat";"type";"sexe";"CSP";"Sport";"âge";"âge_Q";"fréquence";"évasion.exotisme";"spiritualité";"bon.pr.la.santé";"diurétique";"convivialité";"absorption.fer";"féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"ss.effet.santé"
"198";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS+mag.spé.";"t_variable";"H";"ouvrier";"sportif";18;"15-24";"1/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"199";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"bar";"vert";"pur";"Pas.sucré";"sachet";"magasin spécialisé";"t_haut_de_gamme";"H";"non actif";"sportif";61;"60 et +";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"200";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"vert";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre moyen";"sportif";56;"45-59";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"201";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_marque_connue";"H";"employé";"Pas.sportif";25;"25-34";"1/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"202";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"H";"cadre moyen";"sportif";50;"45-59";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"203";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_haut_de_gamme";"H";"non actif";"sportif";29;"25-34";"1/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"204";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"autre";"sucré";"sachet";"GMS";"t_marque_connue";"H";"employé";"sportif";20;"15-24";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"205";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"H";"autre actif";"sportif";32;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"206";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"lait";"Pas.sucré";"vrac";"GMS";"t_haut_de_gamme";"H";"non actif";"Pas.sportif";71;"60 et +";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"207";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"amis";"Pas.resto";"bar";"noir";"citron";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"non actif";"Pas.sportif";65;"60 et +";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"208";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"citron";"sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"H";"non actif";"Pas.sportif";61;"60 et +";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"209";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"pur";"sucré";"vrac";"GMS";"t_variable";"H";"employé";"Pas.sportif";27;"25-34";"3 à 6/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"210";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_variable";"H";"employé";"sportif";21;"15-24";"1/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"211";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"H";"cadre sup";"sportif";31;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"absorption fer";"Pas.féminin";"raffiné";"amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"212";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"vert";"lait";"Pas.sucré";"sachet";"magasin spécialisé";"t_haut_de_gamme";"H";"employé";"sportif";30;"25-34";"1 à 2/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"ss effet santé"
"213";"Pas.ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"H";"étudiant";"Pas.sportif";55;"45-59";"3 à 6/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"ss effet santé"
"214";"ptt dèj";"Pas.goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS+mag.spé.";"t_variable";"H";"employé";"sportif";19;"15-24";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"215";"ptt dèj";"Pas.goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"resto";"bar";"parfumé";"citron";"Pas.sucré";"sachet";"GMS";"t_variable";"H";"non actif";"sportif";26;"25-34";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"Pas.convivialité";"absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"216";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre sup";"sportif";47;"45-59";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"217";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_variable";"H";"employé";"sportif";28;"25-34";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"218";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"H";"étudiant";"sportif";23;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"219";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"H";"cadre moyen";"sportif";22;"15-24";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"220";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"salon de t";"Pas.amis";"resto";"bar";"parfumé";"citron";"Pas.sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"H";"non actif";"sportif";70;"60 et +";"1/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"221";"ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"citron";"Pas.sucré";"sachet+vrac";"GMS";"t_marque_connue";"H";"employé";"sportif";27;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"222";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"pur";"Pas.sucré";"sachet+vrac";"magasin spécialisé";"t_variable";"H";"ouvrier";"Pas.sportif";27;"25-34";"1/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"223";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"H";"employé";"sportif";23;"15-24";"3 à 6/sem";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"224";"ptt dèj";"goûter";"soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_haut_de_gamme";"H";"cadre sup";"sportif";45;"45-59";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"225";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"lait";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"H";"cadre sup";"Pas.sportif";29;"25-34";"1/jour";"Pas.évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"ss effet santé"
"226";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"F";"employé";"Pas.sportif";45;"45-59";"+ de 2/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"227";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"vert";"pur";"Pas.sucré";"sachet+vrac";"magasin spécialisé";"t_haut_de_gamme";"F";"employé";"Pas.sportif";25;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"228";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"noir";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";37;"35-44";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"229";"Pas.ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"pur";"Pas.sucré";"vrac";"magasin spécialisé";"t_haut_de_gamme";"F";"étudiant";"sportif";25;"25-34";"+ de 2/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"230";"Pas.ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"Pas.sucré";"sachet";"GMS";"t_marque_connue";"F";"non actif";"Pas.sportif";41;"35-44";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"231";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"noir";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_marque_connue";"F";"employé";"sportif";45;"45-59";"1/jour";"évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"232";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_MDD";"F";"étudiant";"sportif";15;"15-24";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"233";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"cadre sup";"sportif";25;"25-34";"1/jour";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"234";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"non actif";"sportif";51;"45-59";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"Pas.relaxant";"Pas.ss effet santé"
"235";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"travail";"salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet+vrac";"GMS";"t_variable";"F";"employé";"Pas.sportif";50;"45-59";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"236";"ptt dèj";"goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"Pas.bar";"parfumé";"pur";"Pas.sucré";"sachet";"GMS";"t_variable";"F";"cadre sup";"sportif";38;"35-44";"3 à 6/sem";"Pas.évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"237";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"Pas.amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";25;"25-34";"1 à 2/sem";"évasion-exotisme";"Pas.spiritualité";"Pas.bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"238";"ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"bar";"parfumé";"pur";"sucré";"vrac";"GMS+mag.spé.";"t_variable";"F";"cadre moyen";"sportif";49;"45-59";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"239";"ptt dèj";"goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"resto";"bar";"parfumé";"citron";"Pas.sucré";"sachet";"GMS+mag.spé.";"t_marque_connue";"F";"non actif";"Pas.sportif";52;"45-59";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"240";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"tt moment";"maison";"Pas.travail";"salon de t";"amis";"resto";"Pas.bar";"parfumé";"lait";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_haut_de_gamme";"F";"ouvrier";"Pas.sportif";40;"35-44";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"ss effet santé"
"241";"Pas.ptt dèj";"Pas.goûter";"Pas.soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_haut_de_gamme";"F";"étudiant";"sportif";23;"15-24";"1/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"242";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"Pas.amis";"resto";"Pas.bar";"parfumé";"lait";"Pas.sucré";"sachet+vrac";"GMS";"t_marque_connue";"F";"employé";"Pas.sportif";54;"45-59";"1/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"Pas.convivialité";"absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"243";"Pas.ptt dèj";"Pas.goûter";"soirée";"après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"Pas.travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"vert";"lait";"sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"non actif";"sportif";26;"25-34";"+ de 2/jour";"évasion-exotisme";"spiritualité";"Pas.bon pr la santé";"Pas.diurétique";"Pas.convivialité";"Pas.absorption fer";"Pas.féminin";"raffiné";"Pas.amaigrissant";"excitant";"relaxant";"Pas.ss effet santé"
"244";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"citron";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"non actif";"Pas.sportif";21;"15-24";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"Pas.diurétique";"convivialité";"Pas.absorption fer";"Pas.féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"Pas.relaxant";"Pas.ss effet santé"
"245";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"pur";"sucré";"sachet";"GMS";"t_marque_connue";"F";"employé";"sportif";21;"15-24";"+ de 2/jour";"évasion-exotisme";"Pas.spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"Pas.raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
"246";"ptt dèj";"goûter";"Pas.soirée";"Pas.après dèj";"Pas.après dîner";"Pas.tt moment";"maison";"travail";"Pas.salon de t";"amis";"Pas.resto";"Pas.bar";"parfumé";"lait";"Pas.sucré";"sachet+vrac";"GMS+mag.spé.";"t_variable";"F";"cadre moyen";"sportif";50;"45-59";"+ de 2/jour";"Pas.évasion-exotisme";"spiritualité";"bon pr la santé";"diurétique";"convivialité";"Pas.absorption fer";"féminin";"raffiné";"Pas.amaigrissant";"Pas.excitant";"relaxant";"Pas.ss effet santé"
